April3Geni.txt
connections
n 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
geniConnection 0.009025 0.018175 0.027325 0.0365 0.045775 0.05505 0.064425 0.073825 0.08325 0.09275 0.10225 0.111775 0.12135 0.130975 0.1406 0.150225 0.159875 0.16955 0.179225 0.188925 0.198625 0.20835 0.2181 0.227875 0.23765 0.247425 0.257225 0.267025 0.27685 0.2867 0.29655 0.3064 0.31625 0.326125 0.336025 0.345925 0.355825 0.36575 0.375675 0.3856 0.39555 0.4055 0.41545 0.4254 0.43535 0.445325 0.455325 0.465325 0.47535 0.485375 0.4954 0.505425 0.515475 0.52555 0.53565 0.545775 0.555925 0.566075 0.576225 0.586375 0.596525 0.606675 0.616825 0.626975 0.637125 0.6473 0.657475 0.66765 0.677825 0.688025 0.69825 0.708475 0.7187 0.728925 0.739175 0.749425 0.759675 0.76995 0.780225 0.7905 0.800775 0.8111 0.821425 0.83175 0.8421 0.85245 0.8628 0.873175 0.88355 0.89395 0.90435 0.914775 0.925225 0.935675 0.946175 0.9568 0.967525 0.978275 0.9891 1.0 
April3Reg.txt
connections
n 0.0-43.6 43.6-87.2 87.2-130.8 130.8-174.4 174.4-218.0 218.0-261.6 261.6-305.20000000000005 305.20000000000005-348.80000000000007 348.80000000000007-392.4000000000001 392.4000000000001-436.0000000000001 
pdf 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.28 0.7200000000000002 
cdf 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.28 1.0000000000000002 



    0	    0
    1	  378
    2	    5
    3	    5
    4	    3
    5	    6
    6	    7
    7	    5
    8	    9
    9	    5
   10	    5
   11	    2
   12	    4
   13	    6
   14	    4
   15	    2
   16	    4
   17	    5
   18	    4
   19	    6
   20	    7
   21	    7
   22	    4
   23	    4
   24	    3
   25	    3
   26	    5
   27	    2
   28	    3
   29	    5
   30	    4
   31	    5
   32	    3
   33	    2
   34	    6
   35	    3
   36	    3
   37	    4
   38	    5
   39	    8
   40	    7
   41	    5
   42	    6
   43	    3
   44	    4
   45	    4
   46	   10
   47	    2
   48	    6
   49	    3
   50	    5
   51	    4
   52	    1
   53	    3
   54	    3
   55	    4
   56	    6
   57	    7
   58	    2
   59	    7
   60	    7
   61	    8
   62	    5
   63	    2
   64	    4
   65	    4
   66	    4
   67	    6
   68	    6
   69	    4
   70	    4
   71	    4
   72	    4
   73	    9
   74	    4
   75	    3
   76	    5
   77	    5
   78	    3
   79	    5
   80	   11
   81	    2
   82	    4
   83	    8
   84	    6
   85	    1
   86	    2
   87	    6
   88	    4
   89	    3
   90	    2
   91	    8
   92	    4
   93	    2
   94	    4
   95	    8
   96	   11
   97	    6
   98	    4
   99	    9
  100	  156
